new_id,publish_date,congress,category,issue,mid
3154925344,2024/12/16,118,政府运作和政治,Government Operations and Politics,P000597
2801309329,2023/4/1,118,"科学, 技术, 通信","Science, Technology, Communications",P000599
2807166097,2023/4/28,118,国际贸易,International Trade,P000599
2998109525,2024/3/27,118,外交,Foreign Affairs,P000602
3104002644,2024/9/13,118,外交,Foreign Affairs,P000602
3115153211,2024/10/12,118,外交,Foreign Affairs,P000602
3114923957,2024/10/10,118,外交,Foreign Affairs,P000602
3125438921,2024/11/7,118,外交,Foreign Affairs,P000602
3089984985,2024/8/23,118,外交,Foreign Affairs,P000602
3120550524,2024/11/1,118,外交,Foreign Affairs,P000602
3093169245,2024/8/15,118,国家安全,National Security,P000602
3122529954,2024/10/31,118,政府运作和政治,Government Operations and Politics,P000602
3122692859,2024/11/2,118,经济和公共财政,Economics and Public Finance,P000602
2932789362,2024/3/2,118,外交,Foreign Affairs,P000602
3149572351,2024/12/1,118,经济和公共财政,Economics and Public Finance,P000602
2793784611,2023/3/31,118,人权,Human Rights,P000602
2793785156,2023/3/31,118,人权,Human Rights,P000602
2805904344,2023/6/1,118,外交,Foreign Affairs,P000602
2834507578,2023/7/9,118,武装部队,Armed Forces,P000602
2886392775,2023/11/1,118,外交,Foreign Affairs,P000602
2849854808,2023/7/24,118,外交,Foreign Affairs,P000602
2782117455,2023/3/4,118,外交,Foreign Affairs,P000602
2868948474,2023/9/26,118,外交,Foreign Affairs,P000602
2869720101,2023/9/30,118,外交,Foreign Affairs,P000602
2803062100,2023/4/19,118,武装部队,Armed Forces,P000602
2768705226,2023/1/9,118,外交,Foreign Affairs,P000602
2777769829,2023/2/18,118,国会政治行动,Congressional political operations,P000602
2808412684,2023/5/2,118,人权,Human Rights,P000602
2772896947,2023/2/5,118,国家安全,National Security,P000602
2956922144,2024/3/14,118,国际贸易,International Trade,P000603
2972406205,2024/3/23,118,国际贸易,International Trade,P000603
3080601636,2024/7/19,118,外交,Foreign Affairs,P000603
3130918419,2024/11/1,118,国家安全,National Security,P000603
2805904344,2023/6/1,118,外交,Foreign Affairs,P000603
2956468257,2024/3/13,118,政府运作和政治,Government Operations and Politics,P000603
2840867806,2023/7/23,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",P000603
2916119382,2024/1/1,118,国会政治行动,Congressional political operations,P000603
2807413996,2023/4/30,118,健康,Health,P000603
2961258334,2024/3/18,118,国家安全,National Security,P000603
3040045611,2024/4/17,118,国际贸易,International Trade,P000603
2928413151,2024/2/19,118,外交,Foreign Affairs,P000603
2882109429,2023/10/26,118,税收,Taxation,P000603
2793698008,2023/4/2,118,国际贸易,International Trade,P000603
2792795589,2023/3/31,118,国际贸易,International Trade,P000603
2791774726,2023/3/28,118,政府运作和政治,Government Operations and Politics,P000603
2808412684,2023/5/2,118,人权,Human Rights,P000603
2938614718,2024/3/6,118,国家安全,National Security,P000616
2892131776,2023/11/14,118,国家安全,National Security,P000616
2884002116,2023/10/24,118,外交,Foreign Affairs,P000616
2902149553,2023/12/15,118,国会政治行动,Congressional political operations,P000616
2882109429,2023/10/26,118,税收,Taxation,P000616
2881785721,2023/10/26,118,武装部队,Armed Forces,P000616
2822872913,2023/6/6,118,人权,Human Rights,P000616
3166304089,2024/9/1,118,,,P000617
2840410174,2023/7/21,118,人权,Human Rights,P000617
2835735387,2023/7/12,118,金融和金融部门,Finance and Financial Sector,P000617
3041095195,2024/4/1,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",P000618
3128799881,2024/10/14,118,商业,Commerce,P000618
2906615898,2023/12/19,118,外交,Foreign Affairs,P000618
2881786232,2023/9/21,118,国会政治行动,Congressional political operations,P000618
2825975256,2023/6/15,118,国会政治行动,Congressional political operations,P000618
2764780368,2023/1/12,118,国会政治行动,Congressional political operations,P000618
2866373588,2023/9/20,118,国际贸易,International Trade,P000620
2764780368,2023/1/12,118,国会政治行动,Congressional political operations,P000620
3100497224,2024/8/26,118,人权,Human Rights,Q000023
3076466838,2024/7/7,118,国会政治行动,Congressional political operations,Q000023
2928413151,2024/2/19,118,外交,Foreign Affairs,Q000023
3114923343,2024/10/10,118,武装部队,Armed Forces,R000122
3115153303,2024/10/12,118,武装部队,Armed Forces,R000122
3077017283,2024/7/9,118,武装部队,Armed Forces,R000122
3141177544,2024/12/5,118,武装部队,Armed Forces,R000122
2808749594,2023/5/3,118,国际贸易,International Trade,R000122
2817851196,2023/5/23,118,武装部队,Armed Forces,R000122
2881784463,2023/9/6,118,武装部队,Armed Forces,R000122
2835677417,2023/7/11,118,武装部队,Armed Forces,R000122
2798829899,2023/4/6,118,人权,Human Rights,W000779
2849142271,2023/8/12,118,人权,Human Rights,W000779
2927828239,2024/2/1,118,税收,Taxation,W000779
2806184072,2023/5/1,118,国际贸易,International Trade,W000779
2840867806,2023/7/23,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",W000779
2921812719,2024/2/4,118,国会政治行动,Congressional political operations,W000779
2808749594,2023/5/3,118,国际贸易,International Trade,W000779
2915535601,2024/1/17,118,国际贸易,International Trade,W000779
2882109429,2023/10/26,118,税收,Taxation,W000779
2807166097,2023/4/28,118,国际贸易,International Trade,W000779
2791420512,2023/3/27,118,国际贸易,International Trade,W000779
2769442824,2023/1/25,118,国际贸易,International Trade,W000779
2972783119,2024/3/9,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",W000790
2807107562,2023/4/21,118,政府运作和政治,Government Operations and Politics,W000790
2816150042,2023/5/12,118,政府运作和政治,Government Operations and Politics,W000790
2799228069,2023/3/31,118,政府运作和政治,Government Operations and Politics,W000790
2801306099,2023/4/7,118,政府运作和政治,Government Operations and Politics,W000790
2805589168,2023/4/14,118,政府运作和政治,Government Operations and Politics,W000790
2777434240,2023/2/10,118,健康,Health,W000790
3051541705,2024/5/7,118,武装部队,Armed Forces,Y000064
2827124029,2023/6/14,118,外交,Foreign Affairs,Y000064
2804047769,2023/4/21,118,商业,Commerce,Y000064
2789539507,2023/3/22,118,外交,Foreign Affairs,Y000064
2808749594,2023/5/3,118,国际贸易,International Trade,Y000064
2828533983,2023/6/22,118,政府运作和政治,Government Operations and Politics,Y000064
2881786300,2023/9/25,118,外交,Foreign Affairs,Y000064
2881784434,2023/10/10,118,国会政治行动,Congressional political operations,R000570
2762535651,2023/1/9,118,国会政治行动,Congressional political operations,R000570
2841052125,2023/7/21,118,人权,Human Rights,R000595
2841053661,2023/7/21,118,人权,Human Rights,R000595
3131605455,2024/11/29,118,外交,Foreign Affairs,R000595
3125438921,2024/11/7,118,外交,Foreign Affairs,R000595
2869288236,2023/9/26,118,人权,Human Rights,R000595
2869288202,2023/9/26,118,人权,Human Rights,R000595
3127753401,2024/11/13,118,武装部队,Armed Forces,R000595
3133718001,2024/11/28,118,国际贸易,International Trade,R000595
3040563580,2024/4/18,118,环境保护,Environmental Protection,R000595
2998109525,2024/3/27,118,外交,Foreign Affairs,R000595
3141081416,2024/12/7,118,国际贸易,International Trade,R000595
2805871258,2023/4/22,118,外交,Foreign Affairs,R000595
3127754096,2024/11/13,118,外交,Foreign Affairs,R000595
3131507871,2024/11/23,118,外交,Foreign Affairs,R000595
2900746565,2023/12/11,118,人权,Human Rights,R000595
2900746285,2023/12/11,118,人权,Human Rights,R000595
2823796253,2023/6/8,118,国家安全,National Security,R000595
2823796493,2023/6/8,118,国家安全,National Security,R000595
2823796498,2023/6/8,118,国家安全,National Security,R000595
2823769758,2023/6/8,118,国家安全,National Security,R000595
3075716295,2024/7/6,118,国际贸易,International Trade,R000595
3080601636,2024/7/19,118,外交,Foreign Affairs,R000595
3141421966,2024/12/1,118,外交,Foreign Affairs,R000595
3126878299,2024/11/12,118,政府运作和政治,Government Operations and Politics,R000595
3130591952,2024/11/20,118,国际贸易,International Trade,R000595
3128295408,2024/11/14,118,政府运作和政治,Government Operations and Politics,R000595
2972406205,2024/3/23,118,国际贸易,International Trade,R000595
3149573160,2024/12/6,118,政府运作和政治,Government Operations and Politics,R000595
3149573721,2024/12/6,118,外交,Foreign Affairs,R000595
3042987646,2024/4/8,118,移民,Immigration,R000595
3068894114,2024/6/17,118,武装部队,Armed Forces,R000595
3070030832,2024/6/22,118,武装部队,Armed Forces,R000595
3130443490,2024/11/19,118,外交,Foreign Affairs,R000595
2785003238,2023/3/8,118,国家安全,National Security,R000595
3128344989,2024/11/16,118,外交,Foreign Affairs,R000595
3150825105,2025/1/2,118,人权,Human Rights,R000595
3132355610,2024/11/24,118,国家安全,National Security,R000595
3133740644,2024/11/30,118,国家安全,National Security,R000595
2843428354,2023/7/27,118,武装部队,Armed Forces,R000595
2821463734,2023/6/1,118,金融和金融部门,Finance and Financial Sector,R000595
2781309793,2023/3/1,118,犯罪和执法,Crime and Law Enforcement,R000595
2826828716,2023/6/17,118,外交,Foreign Affairs,R000595
3127403393,2024/11/12,118,外交,Foreign Affairs,R000595
2805904344,2023/6/1,118,外交,Foreign Affairs,R000595
3101369852,2024/9/6,118,国际贸易,International Trade,R000595
2824360416,2023/6/9,118,国家安全,National Security,R000595
2886120700,2023/11/5,118,外交,Foreign Affairs,R000595
3142291742,2024/12/9,118,国际贸易,International Trade,R000595
2924819261,2024/2/12,118,联盟和集体安全,Alliance and Collective Security,R000595
3071563487,2024/6/24,118,国际贸易,International Trade,R000595
2772890096,2023/2/5,118,外交,Foreign Affairs,R000595
3065362833,2024/6/7,118,国际贸易,International Trade,R000595
2773877897,2023/2/5,118,国家安全,National Security,R000595
2773876760,2023/2/5,118,外交,Foreign Affairs,R000595
2772890123,2023/2/5,118,外交,Foreign Affairs,R000595
2772890080,2023/2/5,118,外交,Foreign Affairs,R000595
3142552145,2024/12/10,118,商业,Commerce,R000595
3128171150,2024/11/14,118,经济和公共财政,Economics and Public Finance,R000595
2766846979,2023/1/18,118,经济和公共财政,Economics and Public Finance,R000595
2805496952,2023/4/24,118,国会政治行动,Congressional political operations,R000595
2766482085,2023/1/17,118,国家安全,National Security,R000595
2772209660,2023/2/4,118,经济和公共财政,Economics and Public Finance,R000595
2783660581,2023/3/7,118,经济和公共财政,Economics and Public Finance,R000595
2777769829,2023/2/18,118,国会政治行动,Congressional political operations,R000595
2781733372,2023/2/1,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",R000595
2808426475,2023/5/2,118,外交,Foreign Affairs,R000595
2789869952,2023/3/23,118,国会政治行动,Congressional political operations,R000595
2776273509,2023/2/14,118,国家安全,National Security,R000595
2775839445,2023/2/13,118,国家安全,National Security,R000595
3080601636,2024/7/19,118,外交,Foreign Affairs,R000614
3147513413,2024/12/20,118,国会政治行动,Congressional political operations,R000614
2973276005,2024/3/22,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",R000614
2802957559,2023/4/19,118,国会政治行动,Congressional political operations,R000614
3041298029,2024/4/19,118,外交,Foreign Affairs,R000614
2921812719,2024/2/4,118,国会政治行动,Congressional political operations,R000614
2916500690,2024/1/19,118,外交,Foreign Affairs,R000614
2896599840,2023/12/3,118,外交,Foreign Affairs,R000614
2789869952,2023/3/23,118,国会政治行动,Congressional political operations,R000614
2764780070,2023/1/12,118,犯罪和执法,Crime and Law Enforcement,R000614
2762535276,2023/1/9,118,经济和公共财政,Economics and Public Finance,R000614
3101281604,2024/9/1,118,外交,Foreign Affairs,R000615
3049779303,2024/5/2,118,外交,Foreign Affairs,R000615
3059517280,2024/5/16,118,外交,Foreign Affairs,R000615
3118828195,2024/10/7,118,国际贸易,International Trade,R000615
3153127586,2024/12/16,118,经济和公共财政,Economics and Public Finance,R000615
3149572351,2024/12/1,118,经济和公共财政,Economics and Public Finance,R000615
3042987646,2024/4/8,118,移民,Immigration,R000615
2816311722,2023/5/9,118,国会政治行动,Congressional political operations,R000615
2805904344,2023/6/1,118,外交,Foreign Affairs,R000615
2956468257,2024/3/13,118,政府运作和政治,Government Operations and Politics,R000615
2864540165,2023/9/14,118,外交,Foreign Affairs,R000615
2864650080,2023/9/16,118,外交,Foreign Affairs,R000615
2890444670,2023/11/18,118,外交,Foreign Affairs,R000615
2920660285,2024/2/1,118,能源,Energy,R000615
2892738014,2023/11/23,118,外交,Foreign Affairs,R000615
2892737867,2023/11/25,118,外交,Foreign Affairs,R000615
2942110816,2024/2/26,118,外交,Foreign Affairs,R000615
2862197602,2023/7/24,118,经济和公共财政,Economics and Public Finance,R000615
2881784440,2023/9/13,118,国会政治行动,Congressional political operations,R000615
2865414987,2023/9/16,118,国会政治行动,Congressional political operations,R000615
2766846979,2023/1/18,118,经济和公共财政,Economics and Public Finance,R000615
2866535513,2023/9/20,118,劳动和就业,Labor and Employment,R000615
2766482085,2023/1/17,118,国家安全,National Security,R000615
2886859470,2023/11/8,118,经济和公共财政,Economics and Public Finance,R000615
2817850924,2023/5/23,118,移民,Immigration,S000168
2922641554,2024/2/1,118,外交,Foreign Affairs,S000250
2922641663,2024/2/1,118,人权,Human Rights,S000250
2922638830,2024/2/1,118,外交,Foreign Affairs,S000250
3098719134,2024/8/30,118,健康,Health,S000510
3131090653,2024/11/23,118,国际贸易,International Trade,S000510
3106719743,2024/9/19,118,联盟和集体安全,Alliance and Collective Security,S000510
3104002915,2024/9/13,118,武装部队,Armed Forces,S000510
3102454202,2024/9/10,118,国际贸易,International Trade,S000510
3103507707,2024/9/14,118,经济和公共财政,Economics and Public Finance,S000510
3094738717,2024/8/22,118,经济和公共财政,Economics and Public Finance,S000510
3099169226,2024/9/1,118,外交,Foreign Affairs,S000510
3100748498,2024/9/7,118,商业,Commerce,S000510
3064262873,2024/6/1,118,社会福利,Social Welfare,S000510
2814522360,2023/7/1,118,商业,Commerce,S000510
2808677836,2023/3/24,118,国际贸易,International Trade,S000510
3042201423,2024/4/20,118,外交,Foreign Affairs,S000510
2818964830,2023/5/1,118,"科学, 技术, 通信","Science, Technology, Communications",S000510
2875106993,2023/10/10,118,经济和公共财政,Economics and Public Finance,S000510
2876100375,2023/10/14,118,经济和公共财政,Economics and Public Finance,S000510
2784898178,2023/3/8,118,"艺术, 文化, 宗教","Art, Culture, Religion",S000510
2932488498,2024/2/28,118,教育,Education,S000510
2884712668,2023/10/23,118,经济和公共财政,Economics and Public Finance,S000510
2774595346,2023/2/8,118,外交,Foreign Affairs,S000510
3066651087,2024/6/12,118,国际贸易,International Trade,S000510
3115941018,2024/10/13,118,国际贸易,International Trade,S000510
3067236323,2024/6/13,118,经济和公共财政,Economics and Public Finance,S000510
2885668248,2023/11/3,118,外交,Foreign Affairs,S000510
2918429515,2024/1/26,118,商业,Commerce,S000510
2881785754,2023/10/23,118,国家安全,National Security,S000510
2770546872,2023/1/29,118,外交,Foreign Affairs,S000510
2763964730,2023/1/11,118,国会政治行动,Congressional political operations,S000510
3111514781,2024/9/30,118,农业和食品,Agriculture and Food,S000770
3089294984,2024/8/5,118,农业和食品,Agriculture and Food,S000770
3122609837,2024/10/31,118,国际贸易,International Trade,S000770
3124836074,2024/11/6,118,能源,Energy,S000770
3043833818,2024/4/23,118,国会政治行动,Congressional political operations,S000770
3147543937,2024/12/20,118,政府运作和政治,Government Operations and Politics,S000770
2808749594,2023/5/3,118,国际贸易,International Trade,S000770
2791420512,2023/3/27,118,国际贸易,International Trade,S000770
2881784425,2023/10/16,118,国会政治行动,Congressional political operations,S000929
2766255389,2023/1/17,118,国会政治行动,Congressional political operations,S000929
2764780070,2023/1/12,118,犯罪和执法,Crime and Law Enforcement,S000929
3125500599,2024/11/9,118,政府运作和政治,Government Operations and Politics,S001141
2793115311,2023/4/1,118,人权,Human Rights,S001141
3147203066,2024/12/19,118,法律,Law,S001141
2770764363,2023/1/29,118,外交,Foreign Affairs,S001135
2875631390,2023/10/11,118,政府运作和政治,Government Operations and Politics,S001135
3163929558,2024/9/10,118,教育,Education,S001157
2828075632,2023/6/21,118,外交,Foreign Affairs,S001157
2816150042,2023/5/12,118,政府运作和政治,Government Operations and Politics,S001157
2763964730,2023/1/11,118,国会政治行动,Congressional political operations,S001157
3146992228,2024/12/19,118,政府运作和政治,Government Operations and Politics,S001176
2876090945,2023/10/12,118,国会政治行动,Congressional political operations,S001176
2938635193,2024/3/7,118,国会政治行动,Congressional political operations,S001176
2942090976,2024/3/8,118,国家安全,National Security,S001176
2881786252,2023/10/9,118,国家安全,National Security,S001176
2876341058,2023/10/13,118,经济和公共财政,Economics and Public Finance,S001176
2896599840,2023/12/3,118,外交,Foreign Affairs,S001176
2878261478,2023/10/18,118,经济和公共财政,Economics and Public Finance,S001176
2876622553,2023/10/13,118,经济和公共财政,Economics and Public Finance,S001176
2876739267,2023/10/14,118,国际贸易,International Trade,S001176
2881784434,2023/10/10,118,国会政治行动,Congressional political operations,S001176
2881784425,2023/10/16,118,国会政治行动,Congressional political operations,S001176
2769443129,2023/1/25,118,健康,Health,S001176
2764780070,2023/1/12,118,犯罪和执法,Crime and Law Enforcement,S001176
2762535651,2023/1/9,118,国会政治行动,Congressional political operations,S001176
3059517138,2024/5/16,118,外交,Foreign Affairs,S001184
2887697266,2023/11/9,118,外交,Foreign Affairs,S001184
2889427529,2023/11/13,118,外交,Foreign Affairs,S001184
3056039862,2024/5/17,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",S001184
2802957559,2023/4/19,118,国会政治行动,Congressional political operations,S001184
2821968606,2023/6/3,118,政府运作和政治,Government Operations and Politics,S001184
3044796457,2024/4/24,118,外交,Foreign Affairs,S001184
2805904344,2023/6/1,118,外交,Foreign Affairs,S001184
2972903660,2024/3/21,118,国际贸易,International Trade,S001184
2917186342,2024/1/22,118,移民,Immigration,S001184
2887703278,2023/11/9,118,人权,Human Rights,S001184
2883152090,2023/10/28,118,国会政治行动,Congressional political operations,S001184
2886454452,2023/11/6,118,人权,Human Rights,S001184
2887703139,2023/11/9,118,外交,Foreign Affairs,S001184
2866535513,2023/9/20,118,劳动和就业,Labor and Employment,S001184
2777769829,2023/2/18,118,国会政治行动,Congressional political operations,S001184
2856643625,2023/8/24,118,外交,Foreign Affairs,S001184
2856287254,2023/8/24,118,经济和公共财政,Economics and Public Finance,S001184
2886859470,2023/11/8,118,经济和公共财政,Economics and Public Finance,S001184
2776273506,2023/2/14,118,国会政治行动,Congressional political operations,S001184
3042201423,2024/4/20,118,外交,Foreign Affairs,S001189
2931783728,2023/12/8,118,犯罪和执法,Crime and Law Enforcement,S001189
2777518975,2023/2/17,118,武装部队,Armed Forces,S001189
3070030832,2024/6/22,118,武装部队,Armed Forces,S001195
3068894114,2024/6/17,118,武装部队,Armed Forces,S001195
2927828239,2024/2/1,118,税收,Taxation,S001195
2956421153,2024/3/13,118,"科学, 技术, 通信","Science, Technology, Communications",S001195
2956430606,2024/3/13,118,"科学, 技术, 通信","Science, Technology, Communications",S001195
2921812719,2024/2/4,118,国会政治行动,Congressional political operations,S001195
2915535601,2024/1/17,118,国际贸易,International Trade,S001195
2791420512,2023/3/27,118,国际贸易,International Trade,S001195
2762535651,2023/1/9,118,国会政治行动,Congressional political operations,S001195
2763964730,2023/1/11,118,国会政治行动,Congressional political operations,S001195
3100903033,2024/9/5,118,外交,Foreign Affairs,S001194
3041095543,2024/4/1,118,移民,Immigration,S001194
2781897487,2023/3/3,118,外交,Foreign Affairs,S001194
2789539507,2023/3/22,118,外交,Foreign Affairs,S001194
3079322663,2024/6/1,118,公共土地和自然资源,Public Lands and Natural Resources,S001198
2922200284,2024/1/31,118,国家安全,National Security,S001198
2780883018,2023/3/1,118,外交,Foreign Affairs,S001198
3045845741,2024/4/25,118,人权,Human Rights,S001198
3045835262,2024/4/25,118,人权,Human Rights,S001198
2779501677,2023/2/24,118,外交,Foreign Affairs,S001198
2776273509,2023/2/14,118,国家安全,National Security,S001198
2777518975,2023/2/17,118,武装部队,Armed Forces,S001198
2779890656,2023/2/26,118,外交,Foreign Affairs,S001198
2807107562,2023/4/21,118,政府运作和政治,Government Operations and Politics,S001200
2816150042,2023/5/12,118,政府运作和政治,Government Operations and Politics,S001200
2801306099,2023/4/7,118,政府运作和政治,Government Operations and Politics,S001200
2799228069,2023/3/31,118,政府运作和政治,Government Operations and Politics,S001200
2805589168,2023/4/14,118,政府运作和政治,Government Operations and Politics,S001200
2777434240,2023/2/10,118,健康,Health,S001200
2929423400,2024/1/29,118,政府运作和政治,Government Operations and Politics,S001207
2773472891,2023/2/6,118,犯罪和执法,Crime and Law Enforcement,S001207
2769865496,2023/1/26,118,能源,Energy,S001212
3051541705,2024/5/7,118,武装部队,Armed Forces,T000464
3128799881,2024/10/14,118,商业,Commerce,T000464
2781309793,2023/3/1,118,犯罪和执法,Crime and Law Enforcement,T000464
3044796457,2024/4/24,118,外交,Foreign Affairs,T000464
3124836074,2024/11/6,118,能源,Energy,T000464
3122393275,2024/10/31,118,国际贸易,International Trade,T000464
3119146128,2024/10/22,118,商业,Commerce,T000464
2787018639,2023/3/15,118,农业和食品,Agriculture and Food,T000464
2789869952,2023/3/23,118,国会政治行动,Congressional political operations,T000464
2775488221,2023/2/12,118,国家安全,National Security,T000464
2764780368,2023/1/12,118,国会政治行动,Congressional political operations,T000464
2892161071,2023/11/21,118,犯罪和执法,Crime and Law Enforcement,S001217
3080601636,2024/7/19,118,外交,Foreign Affairs,S001217
2892161101,2023/11/21,118,犯罪和执法,Crime and Law Enforcement,S001217
2892160786,2023/11/21,118,犯罪和执法,Crime and Law Enforcement,S001217
2892160748,2023/11/21,118,犯罪和执法,Crime and Law Enforcement,S001217
2892160767,2023/11/21,118,犯罪和执法,Crime and Law Enforcement,S001217
2892160642,2023/11/21,118,犯罪和执法,Crime and Law Enforcement,S001217
3056039862,2024/5/17,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",S001217
2802957559,2023/4/19,118,国会政治行动,Congressional political operations,S001217
3049289862,2024/5/1,118,商业,Commerce,S001217
3132650174,2024/1/1,118,教育,Education,S001217
3132650107,2024/1/1,118,法律,Law,S001217
2783904837,2023/3/6,118,农业和食品,Agriculture and Food,S001217
2921812719,2024/2/4,118,国会政治行动,Congressional political operations,S001217
3127696457,2024/11/13,118,国际贸易,International Trade,S001217
3121255589,2024/10/28,118,武装部队,Armed Forces,S001217
3124836074,2024/11/6,118,能源,Energy,S001217
3128013780,2024/11/13,118,国际贸易,International Trade,S001217
3128171150,2024/11/14,118,经济和公共财政,Economics and Public Finance,S001217
3141177544,2024/12/5,118,武装部队,Armed Forces,S001217
3082249822,2024/7/18,118,政府运作和政治,Government Operations and Politics,S001217
3134977990,2024/12/2,118,经济和公共财政,Economics and Public Finance,S001217
2775396198,2023/2/9,118,外交,Foreign Affairs,S001217
2774594410,2023/2/8,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",S001217
2777001535,2023/2/15,118,经济和公共财政,Economics and Public Finance,S001217
2896599840,2023/12/3,118,外交,Foreign Affairs,S001217
2781733372,2023/2/1,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",S001217
2807166097,2023/4/28,118,国际贸易,International Trade,S001217
2781399192,2023/3/2,118,国会政治行动,Congressional political operations,S001217
2894984467,2023/11/29,118,国际金融,International Finance,S001217
2774350205,2023/2/8,118,健康,Health,S001217
3088684255,2024/7/16,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",T000193
2807107562,2023/4/21,118,政府运作和政治,Government Operations and Politics,T000193
2816150042,2023/5/12,118,政府运作和政治,Government Operations and Politics,T000193
2799228069,2023/3/31,118,政府运作和政治,Government Operations and Politics,T000193
2801306099,2023/4/7,118,政府运作和政治,Government Operations and Politics,T000193
2805589168,2023/4/14,118,政府运作和政治,Government Operations and Politics,T000193
2770738829,2023/1/16,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",T000193
3030762090,2024/4/2,118,武装部队,Armed Forces,T000238
3083869427,2024/7/24,118,交通与公共工程,Transportation and Public Works,T000238
3146457721,2024/12/18,118,武装部队,Armed Forces,T000238
3085879698,2024/7/30,118,国家安全,National Security,T000238
3119752356,2024/10/23,118,国际贸易,International Trade,T000238
2904612363,2023/12/22,118,金融和金融部门,Finance and Financial Sector,T000238
2923859359,2024/2/9,118,国际贸易,International Trade,T000238
3039609750,2024/4/16,118,国会政治行动,Congressional political operations,V000135
2921812719,2024/2/4,118,国会政治行动,Congressional political operations,V000135
2763964730,2023/1/11,118,国会政治行动,Congressional political operations,T000463
3034752838,2024/4/9,118,人权,Human Rights,T000468
2786967808,2023/3/15,118,经济和公共财政,Economics and Public Finance,T000468
2900123039,2023/12/9,118,交通与公共工程,Transportation and Public Works,T000468
2904664064,2023/12/8,118,交通与公共工程,Transportation and Public Works,T000468
2835318922,2023/7/10,118,应急管理,Emergency Management,T000468
2821463734,2023/6/1,118,金融和金融部门,Finance and Financial Sector,T000476
3044796457,2024/4/24,118,外交,Foreign Affairs,T000476
2790192321,2023/3/24,118,国会政治行动,Congressional political operations,T000476
2896599840,2023/12/3,118,外交,Foreign Affairs,T000476
2802163726,2023/4/17,118,国家安全,National Security,T000476
2807107562,2023/4/21,118,政府运作和政治,Government Operations and Politics,T000484
2816150042,2023/5/12,118,政府运作和政治,Government Operations and Politics,T000484
2799228069,2023/3/31,118,政府运作和政治,Government Operations and Politics,T000484
2801306099,2023/4/7,118,政府运作和政治,Government Operations and Politics,T000484
2805589168,2023/4/14,118,政府运作和政治,Government Operations and Politics,T000484
3120661155,2024/11/1,118,人权,Human Rights,T000486
3079952649,2024/7/14,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",T000486
2885668248,2023/11/3,118,外交,Foreign Affairs,T000486
3166304579,2024/12/1,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",T000486
2789539507,2023/3/22,118,外交,Foreign Affairs,T000487
2763964730,2023/1/11,118,国会政治行动,Congressional political operations,V000081
3124836074,2024/11/6,118,能源,Energy,V000136
2831709858,2023/7/1,118,外交,Foreign Affairs,V000130
3102997491,2024/9/11,118,外交,Foreign Affairs,G000555
3031378606,2024/3/18,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",G000555
2816150042,2023/5/12,118,政府运作和政治,Government Operations and Politics,G000555
3084752986,2024/7/26,118,经济和公共财政,Economics and Public Finance,G000555
2773882080,2023/1/31,118,交通与公共工程,Transportation and Public Works,G000555
2807107562,2023/4/21,118,政府运作和政治,Government Operations and Politics,G000555
2777434240,2023/2/10,118,健康,Health,G000555
2801306099,2023/4/7,118,政府运作和政治,Government Operations and Politics,G000555
2799228069,2023/3/31,118,政府运作和政治,Government Operations and Politics,G000555
2805589168,2023/4/14,118,政府运作和政治,Government Operations and Politics,G000555
3075439504,2024/7/3,118,国会政治行动,Congressional political operations,G000551
3076466838,2024/7/7,118,国会政治行动,Congressional political operations,G000551
2840867806,2023/7/23,118,"公民权利和自由, 少数民族问题","Civil Rights and Liberties, Minority Issues",L000571
3044796457,2024/4/24,118,外交,Foreign Affairs,L000571
3112176192,2024/9/18,118,经济和公共财政,Economics and Public Finance,C000174
2890439567,2023/11/6,118,交通与公共工程,Transportation and Public Works,C000174
2812817855,2023/4/28,118,政府运作和政治,Government Operations and Politics,C000174
2812817855,2023/4/28,118,政府运作和政治,Government Operations and Politics,S000522
3059330795,2024/5/24,118,国会政治行动,Congressional political operations,C001051
2772956086,2023/2/13,118,人权,Human Rights,C001051
3059330795,2024/5/24,118,国会政治行动,Congressional political operations,R000593
2772956086,2023/2/13,118,人权,Human Rights,R000593
3115153067,2024/10/12,118,国际贸易,International Trade,G000592
3115153067,2024/10/12,118,国际贸易,International Trade,L000600
2865414987,2023/9/16,118,国会政治行动,Congressional political operations,H000338
